,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,param_vect__max_df,param_vect__max_features,param_vect__min_df,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
45,11.415328979492188,0.271618449389328,2.7388840198516844,0.12669503394181988,30,0.5,,1,"{'clf__alpha': 30, 'vect__max_df': 0.5, 'vect__max_features': None, 'vect__min_df': 1}",0.4278,0.42338,0.4255,0.42454,0.4212,0.424484,0.00219247440121886,92
46,10.62442193031311,0.036045454074982886,2.5578684329986574,0.03359950085140286,30,0.5,,10,"{'clf__alpha': 30, 'vect__max_df': 0.5, 'vect__max_features': None, 'vect__min_df': 10}",0.44564,0.44258,0.44148,0.4429,0.4432,0.44315999999999994,0.0013695546721471167,60
47,10.78919177055359,0.12738822260466964,2.649648427963257,0.1261820679753396,30,0.5,,25,"{'clf__alpha': 30, 'vect__max_df': 0.5, 'vect__max_features': None, 'vect__min_df': 25}",0.44676,0.44326,0.4419,0.44532,0.44386,0.44421999999999995,0.001678999702203661,28
48,10.616779804229736,0.0556791758690163,2.4747092723846436,0.03240356100556477,35,0.25,5000,1,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 5000, 'vect__min_df': 1}",0.44524,0.44056,0.4415,0.44232,0.44212,0.4423480000000001,0.0015705081980047163,67
49,10.910076427459718,0.2469012579267727,2.684035634994507,0.11093727377079673,35,0.25,5000,10,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 5000, 'vect__min_df': 10}",0.44524,0.44052,0.44142,0.4421,0.44212,0.44227999999999995,0.0015910248269590326,69
50,10.837999296188354,0.2273881620437955,2.4986456394195558,0.0583043119981533,35,0.25,5000,25,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 5000, 'vect__min_df': 25}",0.44524,0.44052,0.44132,0.44222,0.44214,0.442288,0.0016002299834711317,68
51,11.258641767501832,0.655259555850157,2.8863964557647703,0.24338395099257376,35,0.25,10000,1,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 10000, 'vect__min_df': 1}",0.44704,0.44256,0.44278,0.4447,0.44552,0.44451999999999997,0.0016883127672324197,14
52,11.75121350288391,0.5774797718219491,2.7126840114593507,0.11013956314445184,35,0.25,10000,10,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 10000, 'vect__min_df': 10}",0.44718,0.44252,0.44284,0.4447,0.44552,0.444552,0.0017277314606153366,12
53,10.702009010314942,0.11364309443239441,2.5468451499938967,0.019657636466279816,35,0.25,10000,25,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 10000, 'vect__min_df': 25}",0.44716,0.44242,0.4428,0.44472,0.44556,0.44453200000000004,0.0017583446761087558,13
54,10.750790214538574,0.08042528071417092,2.5902186393737794,0.04022499550082471,35,0.25,15000,1,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 15000, 'vect__min_df': 1}",0.4471,0.4435,0.44272,0.44478,0.44492,0.444604,0.0014919195688776227,10
55,10.741583347320557,0.026836294554932853,2.531005382537842,0.00837810306673625,35,0.25,15000,10,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 15000, 'vect__min_df': 10}",0.44718,0.44348,0.4427,0.44474,0.44496,0.44461199999999995,0.0015276963048983419,9
56,10.691402149200439,0.08408703318027971,2.5548603534698486,0.023995385655230527,35,0.25,15000,25,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': 15000, 'vect__min_df': 25}",0.44694,0.44364,0.44268,0.44476,0.44498,0.4446,0.0014320335191607757,11
57,12.031226587295532,0.7250943560222763,3.0484029769897463,0.20505911149871092,35,0.25,,1,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': None, 'vect__min_df': 1}",0.42722,0.42266,0.42496,0.4241,0.42082,0.423952,0.0021539025047573445,93
58,10.90494122505188,0.4760959134213103,2.538841390609741,0.035090953903064645,35,0.25,,10,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': None, 'vect__min_df': 10}",0.44518,0.44252,0.44152,0.44238,0.44288,0.442896,0.0012262071603118304,61
59,10.625159072875977,0.08506102765134384,2.6374351978302,0.08238488264584709,35,0.25,,25,"{'clf__alpha': 35, 'vect__max_df': 0.25, 'vect__max_features': None, 'vect__min_df': 25}",0.44716,0.4435,0.44222,0.44544,0.44422,0.444508,0.0016873458448107188,16
60,11.354599761962891,0.31333910247860747,2.7943397998809814,0.12122419232639345,35,0.5,5000,1,"{'clf__alpha': 35, 'vect__max_df': 0.5, 'vect__max_features': 5000, 'vect__min_df': 1}",0.44448,0.44046,0.4406,0.44084,0.44286,0.4418480000000001,0.0015780798458886565,78
61,11.742567682266236,0.13097009811806665,2.8185529708862305,0.02641858178398372,35,0.5,5000,10,"{'clf__alpha': 35, 'vect__max_df': 0.5, 'vect__max_features': 5000, 'vect__min_df': 10}",0.44448,0.44048,0.44042,0.44086,0.44276,0.4418,0.0015896163059052996,79
62,11.306483030319214,0.49951745911627354,2.5600430011749267,0.0980342448491236,35,0.5,5000,25,"{'clf__alpha': 35, 'vect__max_df': 0.5, 'vect__max_features': 5000, 'vect__min_df': 25}",0.44448,0.44052,0.44056,0.4409,0.44288,0.44186800000000004,0.0015691832270324465,77
63,10.65391116142273,0.054556789580498095,2.5260743618011476,0.02152752155631341,35,0.5,10000,1,"{'clf__alpha': 35, 'vect__max_df': 0.5, 'vect__max_features': 10000, 'vect__min_df': 1}",0.44554,0.44218,0.44196,0.44382,0.4447,0.4436400000000001,0.0013942740046346568,51
64,11.085592937469482,0.3849996688959933,2.7516311168670655,0.12585223641716334,35,0.5,10000,10,"{'clf__alpha': 35, 'vect__max_df': 0.5, 'vect__max_features': 10000, 'vect__min_df': 10}",0.44564,0.4422,0.44194,0.44382,0.44468,0.443656,0.0014195999436460974,49
65,11.777533531188965,0.3671119386336641,2.988171195983887,0.07511573282984564,35,0.5,10000,25,"{'clf__alpha': 35, 'vect__max_df': 0.5, 'vect__max_features': 10000, 'vect__min_df': 25}",0.44556,0.44216,0.44192,0.44376,0.44484,0.44364799999999993,0.0014345229172097705,50
66,12.089432096481323,0.12194779993401257,3.092425727844238,0.0800605876553037,35,0.5,15000,1,"{'clf__alpha': 35, 'vect__max_df': 0.5, 'vect__max_features': 15000, 'vect__min_df': 1}",0.44646,0.4434,0.44192,0.44526,0.44318,0.44404400000000005,0.001611727024033544,36
